disease,year,state,rate_per_100k
Barmah Forest virus infection,1995,VIC,0.13
Barmah Forest virus infection,1995,WA,0
Barmah Forest virus infection,1995,AUS,5
Barmah Forest virus infection,1994,ACT,0
Barmah Forest virus infection,1994,NSW,0
Barmah Forest virus infection,1994,NT,0
Barmah Forest virus infection,1994,QLD,0
Barmah Forest virus infection,1994,SA,0
Barmah Forest virus infection,1994,TAS,0
Barmah Forest virus infection,1994,VIC,0
Barmah Forest virus infection,1994,WA,0
Barmah Forest virus infection,1994,AUS,NA
Barmah Forest virus infection,1993,ACT,0
Barmah Forest virus infection,1993,NSW,0
Barmah Forest virus infection,1993,NT,0
Barmah Forest virus infection,1993,QLD,0
Barmah Forest virus infection,1993,SA,0
Barmah Forest virus infection,1993,TAS,0
Barmah Forest virus infection,1993,VIC,0
Barmah Forest virus infection,1993,WA,0
Barmah Forest virus infection,1993,AUS,NA
Barmah Forest virus infection,1992,ACT,0
Barmah Forest virus infection,1992,NSW,0
Barmah Forest virus infection,1992,NT,0
Barmah Forest virus infection,1992,QLD,0
Barmah Forest virus infection,1992,SA,0
Barmah Forest virus infection,1992,TAS,0
Barmah Forest virus infection,1992,VIC,0
Barmah Forest virus infection,1992,WA,0
Barmah Forest virus infection,1992,AUS,NA
Barmah Forest virus infection,1991,ACT,0
Barmah Forest virus infection,1991,NSW,0
Barmah Forest virus infection,1991,NT,0
Barmah Forest virus infection,1991,QLD,0
Barmah Forest virus infection,1991,SA,0
Barmah Forest virus infection,1991,TAS,0
Barmah Forest virus infection,1991,VIC,0
Barmah Forest virus infection,1991,WA,0
Barmah Forest virus infection,1991,AUS,NA
Murray Valley encephalitis virus infection,2025,ACT,0
Murray Valley encephalitis virus infection,2025,NSW,0
Murray Valley encephalitis virus infection,2025,NT,0
Murray Valley encephalitis virus infection,2025,QLD,0.02
Murray Valley encephalitis virus infection,2025,SA,0
Murray Valley encephalitis virus infection,2025,TAS,0
Murray Valley encephalitis virus infection,2025,VIC,0
Murray Valley encephalitis virus infection,2025,WA,0.13
Murray Valley encephalitis virus infection,2025,AUS,0.02
Murray Valley encephalitis virus infection,2024,ACT,0
Murray Valley encephalitis virus infection,2024,NSW,0
Murray Valley encephalitis virus infection,2024,NT,0
Murray Valley encephalitis virus infection,2024,QLD,0
Murray Valley encephalitis virus infection,2024,SA,0
Murray Valley encephalitis virus infection,2024,TAS,0
Murray Valley encephalitis virus infection,2024,VIC,0
Murray Valley encephalitis virus infection,2024,WA,0.13
Murray Valley encephalitis virus infection,2024,AUS,0.02
Murray Valley encephalitis virus infection,2023,ACT,0
Murray Valley encephalitis virus infection,2023,NSW,0.07
Murray Valley encephalitis virus infection,2023,NT,2
Murray Valley encephalitis virus infection,2023,QLD,0.04
Murray Valley encephalitis virus infection,2023,SA,0.05
Murray Valley encephalitis virus infection,2023,TAS,0
Murray Valley encephalitis virus infection,2023,VIC,0.09
Murray Valley encephalitis virus infection,2023,WA,0.21
Murray Valley encephalitis virus infection,2023,AUS,0.1
Murray Valley encephalitis virus infection,2022,ACT,0
Murray Valley encephalitis virus infection,2022,NSW,0
Murray Valley encephalitis virus infection,2022,NT,0
Murray Valley encephalitis virus infection,2022,QLD,0
Murray Valley encephalitis virus infection,2022,SA,0
Murray Valley encephalitis virus infection,2022,TAS,0
Murray Valley encephalitis virus infection,2022,VIC,0
Murray Valley encephalitis virus infection,2022,WA,0.04
Murray Valley encephalitis virus infection,2022,AUS,0
Murray Valley encephalitis virus infection,2021,ACT,0
Murray Valley encephalitis virus infection,2021,NSW,0.01
Murray Valley encephalitis virus infection,2021,NT,0
Murray Valley encephalitis virus infection,2021,QLD,0
Murray Valley encephalitis virus infection,2021,SA,0
Murray Valley encephalitis virus infection,2021,TAS,0
Murray Valley encephalitis virus infection,2021,VIC,0
Murray Valley encephalitis virus infection,2021,WA,0
Murray Valley encephalitis virus infection,2021,AUS,0
Murray Valley encephalitis virus infection,2020,ACT,0
Murray Valley encephalitis virus infection,2020,NSW,0
Murray Valley encephalitis virus infection,2020,NT,0
Murray Valley encephalitis virus infection,2020,QLD,0
Murray Valley encephalitis virus infection,2020,SA,0
Murray Valley encephalitis virus infection,2020,TAS,0
Murray Valley encephalitis virus infection,2020,VIC,0
Murray Valley encephalitis virus infection,2020,WA,0
Murray Valley encephalitis virus infection,2020,AUS,NA
Murray Valley encephalitis virus infection,2019,ACT,0
Murray Valley encephalitis virus infection,2019,NSW,0
Murray Valley encephalitis virus infection,2019,NT,0
Murray Valley encephalitis virus infection,2019,QLD,0
Murray Valley encephalitis virus infection,2019,SA,0
Murray Valley encephalitis virus infection,2019,TAS,0
Murray Valley encephalitis virus infection,2019,VIC,0
Murray Valley encephalitis virus infection,2019,WA,0
Murray Valley encephalitis virus infection,2019,AUS,NA
Murray Valley encephalitis virus infection,2018,ACT,0
Murray Valley encephalitis virus infection,2018,NSW,0
Murray Valley encephalitis virus infection,2018,NT,0.4
Murray Valley encephalitis virus infection,2018,QLD,0
Murray Valley encephalitis virus infection,2018,SA,0
Murray Valley encephalitis virus infection,2018,TAS,0
Murray Valley encephalitis virus infection,2018,VIC,0
Murray Valley encephalitis virus infection,2018,WA,0
Murray Valley encephalitis virus infection,2018,AUS,0
Murray Valley encephalitis virus infection,2017,ACT,0
Murray Valley encephalitis virus infection,2017,NSW,0
Murray Valley encephalitis virus infection,2017,NT,0
Murray Valley encephalitis virus infection,2017,QLD,0
Murray Valley encephalitis virus infection,2017,SA,0
Murray Valley encephalitis virus infection,2017,TAS,0
Murray Valley encephalitis virus infection,2017,VIC,0
Murray Valley encephalitis virus infection,2017,WA,0
Murray Valley encephalitis virus infection,2017,AUS,NA
Murray Valley encephalitis virus infection,2016,ACT,0
Murray Valley encephalitis virus infection,2016,NSW,0
Murray Valley encephalitis virus infection,2016,NT,0
Murray Valley encephalitis virus infection,2016,QLD,0
Murray Valley encephalitis virus infection,2016,SA,0
Murray Valley encephalitis virus infection,2016,TAS,0
Murray Valley encephalitis virus infection,2016,VIC,0
Murray Valley encephalitis virus infection,2016,WA,0
Murray Valley encephalitis virus infection,2016,AUS,NA
Murray Valley encephalitis virus infection,2015,ACT,0
Murray Valley encephalitis virus infection,2015,NSW,0
Murray Valley encephalitis virus infection,2015,NT,0.82
Murray Valley encephalitis virus infection,2015,QLD,0
Murray Valley encephalitis virus infection,2015,SA,0
Murray Valley encephalitis virus infection,2015,TAS,0
Murray Valley encephalitis virus infection,2015,VIC,0
Murray Valley encephalitis virus infection,2015,WA,0
Murray Valley encephalitis virus infection,2015,AUS,0.01
Murray Valley encephalitis virus infection,2014,ACT,0
Murray Valley encephalitis virus infection,2014,NSW,0
Murray Valley encephalitis virus infection,2014,NT,0
Murray Valley encephalitis virus infection,2014,QLD,0
Murray Valley encephalitis virus infection,2014,SA,0
Murray Valley encephalitis virus infection,2014,TAS,0
Murray Valley encephalitis virus infection,2014,VIC,0
Murray Valley encephalitis virus infection,2014,WA,0
Murray Valley encephalitis virus infection,2014,AUS,NA
Murray Valley encephalitis virus infection,2013,ACT,0
Murray Valley encephalitis virus infection,2013,NSW,0
Murray Valley encephalitis virus infection,2013,NT,0
Murray Valley encephalitis virus infection,2013,QLD,0
Murray Valley encephalitis virus infection,2013,SA,0
Murray Valley encephalitis virus infection,2013,TAS,0
Murray Valley encephalitis virus infection,2013,VIC,0
Murray Valley encephalitis virus infection,2013,WA,0
Murray Valley encephalitis virus infection,2013,AUS,NA
Murray Valley encephalitis virus infection,2012,ACT,0
Murray Valley encephalitis virus infection,2012,NSW,0
Murray Valley encephalitis virus infection,2012,NT,0
Murray Valley encephalitis virus infection,2012,QLD,0.02
Murray Valley encephalitis virus infection,2012,SA,0
Murray Valley encephalitis virus infection,2012,TAS,0
Murray Valley encephalitis virus infection,2012,VIC,0
Murray Valley encephalitis virus infection,2012,WA,0
Murray Valley encephalitis virus infection,2012,AUS,0
Murray Valley encephalitis virus infection,2011,ACT,0
Murray Valley encephalitis virus infection,2011,NSW,0.04
Murray Valley encephalitis virus infection,2011,NT,0.86
Murray Valley encephalitis virus infection,2011,QLD,0
Murray Valley encephalitis virus infection,2011,SA,0.12
Murray Valley encephalitis virus infection,2011,TAS,0
Murray Valley encephalitis virus infection,2011,VIC,0
Murray Valley encephalitis virus infection,2011,WA,0.38
Murray Valley encephalitis virus infection,2011,AUS,0.07
Murray Valley encephalitis virus infection,2010,ACT,0
Murray Valley encephalitis virus infection,2010,NSW,0
Murray Valley encephalitis virus infection,2010,NT,0
Murray Valley encephalitis virus infection,2010,QLD,0
Murray Valley encephalitis virus infection,2010,SA,0
Murray Valley encephalitis virus infection,2010,TAS,0
Murray Valley encephalitis virus infection,2010,VIC,0
Murray Valley encephalitis virus infection,2010,WA,0
Murray Valley encephalitis virus infection,2010,AUS,NA
Murray Valley encephalitis virus infection,2009,ACT,0
Murray Valley encephalitis virus infection,2009,NSW,0
Murray Valley encephalitis virus infection,2009,NT,0.44
Murray Valley encephalitis virus infection,2009,QLD,0.02
Murray Valley encephalitis virus infection,2009,SA,0
Murray Valley encephalitis virus infection,2009,TAS,0
Murray Valley encephalitis virus infection,2009,VIC,0
Murray Valley encephalitis virus infection,2009,WA,0.09
Murray Valley encephalitis virus infection,2009,AUS,0.02
Murray Valley encephalitis virus infection,2008,ACT,0
Murray Valley encephalitis virus infection,2008,NSW,0.01
Murray Valley encephalitis virus infection,2008,NT,0
Murray Valley encephalitis virus infection,2008,QLD,0
Murray Valley encephalitis virus infection,2008,SA,0
Murray Valley encephalitis virus infection,2008,TAS,0
Murray Valley encephalitis virus infection,2008,VIC,0
Murray Valley encephalitis virus infection,2008,WA,0.05
Murray Valley encephalitis virus infection,2008,AUS,0.01
Murray Valley encephalitis virus infection,2007,ACT,0
Murray Valley encephalitis virus infection,2007,NSW,0
Murray Valley encephalitis virus infection,2007,NT,0
Murray Valley encephalitis virus infection,2007,QLD,0
Murray Valley encephalitis virus infection,2007,SA,0
Murray Valley encephalitis virus infection,2007,TAS,0
Murray Valley encephalitis virus infection,2007,VIC,0
Murray Valley encephalitis virus infection,2007,WA,0
Murray Valley encephalitis virus infection,2007,AUS,NA
Murray Valley encephalitis virus infection,2006,ACT,0
Murray Valley encephalitis virus infection,2006,NSW,0
Murray Valley encephalitis virus infection,2006,NT,0
Murray Valley encephalitis virus infection,2006,QLD,0
Murray Valley encephalitis virus infection,2006,SA,0
Murray Valley encephalitis virus infection,2006,TAS,0
Murray Valley encephalitis virus infection,2006,VIC,0
Murray Valley encephalitis virus infection,2006,WA,0.05
Murray Valley encephalitis virus infection,2006,AUS,0
Murray Valley encephalitis virus infection,2005,ACT,0
Murray Valley encephalitis virus infection,2005,NSW,0
Murray Valley encephalitis virus infection,2005,NT,0.49
Murray Valley encephalitis virus infection,2005,QLD,0.03
Murray Valley encephalitis virus infection,2005,SA,0
Murray Valley encephalitis virus infection,2005,TAS,0
Murray Valley encephalitis virus infection,2005,VIC,0
Murray Valley encephalitis virus infection,2005,WA,0
Murray Valley encephalitis virus infection,2005,AUS,0.01
Murray Valley encephalitis virus infection,2004,ACT,0
Murray Valley encephalitis virus infection,2004,NSW,0
Murray Valley encephalitis virus infection,2004,NT,0.49
Murray Valley encephalitis virus infection,2004,QLD,0
Murray Valley encephalitis virus infection,2004,SA,0
Murray Valley encephalitis virus infection,2004,TAS,0
Murray Valley encephalitis virus infection,2004,VIC,0
Murray Valley encephalitis virus infection,2004,WA,0
Murray Valley encephalitis virus infection,2004,AUS,0.01
Murray Valley encephalitis virus infection,2003,ACT,0
Murray Valley encephalitis virus infection,2003,NSW,0
Murray Valley encephalitis virus infection,2003,NT,0
Murray Valley encephalitis virus infection,2003,QLD,0
Murray Valley encephalitis virus infection,2003,SA,0
Murray Valley encephalitis virus infection,2003,TAS,0
Murray Valley encephalitis virus infection,2003,VIC,0
Murray Valley encephalitis virus infection,2003,WA,0
Murray Valley encephalitis virus infection,2003,AUS,NA
Murray Valley encephalitis virus infection,2002,ACT,0
Murray Valley encephalitis virus infection,2002,NSW,0
Murray Valley encephalitis virus infection,2002,NT,0
Murray Valley encephalitis virus infection,2002,QLD,0
Murray Valley encephalitis virus infection,2002,SA,0
Murray Valley encephalitis virus infection,2002,TAS,0
Murray Valley encephalitis virus infection,2002,VIC,0
Murray Valley encephalitis virus infection,2002,WA,0.1
Murray Valley encephalitis virus infection,2002,AUS,0.01
Murray Valley encephalitis virus infection,2001,ACT,0
Murray Valley encephalitis virus infection,2001,NSW,0
Murray Valley encephalitis virus infection,2001,NT,0.5
Murray Valley encephalitis virus infection,2001,QLD,0.03
Murray Valley encephalitis virus infection,2001,SA,0.07
Murray Valley encephalitis virus infection,2001,TAS,0
Murray Valley encephalitis virus infection,2001,VIC,0
Murray Valley encephalitis virus infection,2001,WA,0.05
Murray Valley encephalitis virus infection,2001,AUS,0.02
Murray Valley encephalitis virus infection,2000,ACT,0
Murray Valley encephalitis virus infection,2000,NSW,0
Murray Valley encephalitis virus infection,2000,NT,0
Murray Valley encephalitis virus infection,2000,QLD,0
Murray Valley encephalitis virus infection,2000,SA,0
Murray Valley encephalitis virus infection,2000,TAS,0
Murray Valley encephalitis virus infection,2000,VIC,0
Murray Valley encephalitis virus infection,2000,WA,0
Murray Valley encephalitis virus infection,2000,AUS,NA
Murray Valley encephalitis virus infection,1999,ACT,0
Murray Valley encephalitis virus infection,1999,NSW,0
Murray Valley encephalitis virus infection,1999,NT,0
Murray Valley encephalitis virus infection,1999,QLD,0
Murray Valley encephalitis virus infection,1999,SA,0
Murray Valley encephalitis virus infection,1999,TAS,0
Murray Valley encephalitis virus infection,1999,VIC,0
Murray Valley encephalitis virus infection,1999,WA,0
Murray Valley encephalitis virus infection,1999,AUS,NA
Murray Valley encephalitis virus infection,1998,ACT,0
Murray Valley encephalitis virus infection,1998,NSW,0
Murray Valley encephalitis virus infection,1998,NT,0
Murray Valley encephalitis virus infection,1998,QLD,0
Murray Valley encephalitis virus infection,1998,SA,0
Murray Valley encephalitis virus infection,1998,TAS,0
Murray Valley encephalitis virus infection,1998,VIC,0
Murray Valley encephalitis virus infection,1998,WA,0
Murray Valley encephalitis virus infection,1998,AUS,NA
Murray Valley encephalitis virus infection,1997,ACT,0
Murray Valley encephalitis virus infection,1997,NSW,0
Murray Valley encephalitis virus infection,1997,NT,0
Murray Valley encephalitis virus infection,1997,QLD,0
Murray Valley encephalitis virus infection,1997,SA,0
Murray Valley encephalitis virus infection,1997,TAS,0
Murray Valley encephalitis virus infection,1997,VIC,0
Murray Valley encephalitis virus infection,1997,WA,0
Murray Valley encephalitis virus infection,1997,AUS,NA
Murray Valley encephalitis virus infection,1996,ACT,0
Murray Valley encephalitis virus infection,1996,NSW,0
Murray Valley encephalitis virus infection,1996,NT,0
Murray Valley encephalitis virus infection,1996,QLD,0
Murray Valley encephalitis virus infection,1996,SA,0
Murray Valley encephalitis virus infection,1996,TAS,0
Murray Valley encephalitis virus infection,1996,VIC,0
Murray Valley encephalitis virus infection,1996,WA,0
Murray Valley encephalitis virus infection,1996,AUS,NA
Murray Valley encephalitis virus infection,1995,ACT,0
Murray Valley encephalitis virus infection,1995,NSW,0
Murray Valley encephalitis virus infection,1995,NT,0
Murray Valley encephalitis virus infection,1995,QLD,0
Murray Valley encephalitis virus infection,1995,SA,0
Murray Valley encephalitis virus infection,1995,TAS,0
Murray Valley encephalitis virus infection,1995,VIC,0
Murray Valley encephalitis virus infection,1995,WA,0
Murray Valley encephalitis virus infection,1995,AUS,NA
Murray Valley encephalitis virus infection,1994,ACT,0
Murray Valley encephalitis virus infection,1994,NSW,0
Murray Valley encephalitis virus infection,1994,NT,0
Murray Valley encephalitis virus infection,1994,QLD,0
Murray Valley encephalitis virus infection,1994,SA,0
Murray Valley encephalitis virus infection,1994,TAS,0
Murray Valley encephalitis virus infection,1994,VIC,0
Murray Valley encephalitis virus infection,1994,WA,0
Murray Valley encephalitis virus infection,1994,AUS,NA
Murray Valley encephalitis virus infection,1993,ACT,0
Murray Valley encephalitis virus infection,1993,NSW,0
Murray Valley encephalitis virus infection,1993,NT,0
Murray Valley encephalitis virus infection,1993,QLD,0
Murray Valley encephalitis virus infection,1993,SA,0
Murray Valley encephalitis virus infection,1993,TAS,0
Murray Valley encephalitis virus infection,1993,VIC,0
Murray Valley encephalitis virus infection,1993,WA,0
Murray Valley encephalitis virus infection,1993,AUS,NA
Murray Valley encephalitis virus infection,1992,ACT,0
Murray Valley encephalitis virus infection,1992,NSW,0
Murray Valley encephalitis virus infection,1992,NT,0
Murray Valley encephalitis virus infection,1992,QLD,0
Murray Valley encephalitis virus infection,1992,SA,0
Murray Valley encephalitis virus infection,1992,TAS,0
Murray Valley encephalitis virus infection,1992,VIC,0
Murray Valley encephalitis virus infection,1992,WA,0
Murray Valley encephalitis virus infection,1992,AUS,NA
Murray Valley encephalitis virus infection,1991,ACT,0
Murray Valley encephalitis virus infection,1991,NSW,0
Murray Valley encephalitis virus infection,1991,NT,0
Murray Valley encephalitis virus infection,1991,QLD,0
Murray Valley encephalitis virus infection,1991,SA,0
Murray Valley encephalitis virus infection,1991,TAS,0
Murray Valley encephalitis virus infection,1991,VIC,0
Murray Valley encephalitis virus infection,1991,WA,0
Murray Valley encephalitis virus infection,1991,AUS,NA
Ornithosis,2025,ACT,0
Ornithosis,2025,NSW,0.17
Ornithosis,2025,NT,0
Ornithosis,2025,QLD,0
Ornithosis,2025,SA,0.05
Ornithosis,2025,TAS,0
Ornithosis,2025,VIC,0.29
Ornithosis,2025,WA,0.03
Ornithosis,2025,AUS,0.14
Ornithosis,2024,ACT,0
Ornithosis,2024,NSW,0.08
Ornithosis,2024,NT,0
Ornithosis,2024,QLD,0
Ornithosis,2024,SA,0.05
Ornithosis,2024,TAS,0
Ornithosis,2024,VIC,0.24
Ornithosis,2024,WA,0
Ornithosis,2024,AUS,0.09
Ornithosis,2023,ACT,0
Ornithosis,2023,NSW,0.18
Ornithosis,2023,NT,0.4
Ornithosis,2023,QLD,0
Ornithosis,2023,SA,0.05
Ornithosis,2023,TAS,0
Ornithosis,2023,VIC,0.34
Ornithosis,2023,WA,0
Ornithosis,2023,AUS,0.15
Ornithosis,2022,ACT,0
Ornithosis,2022,NSW,0.22
Ornithosis,2022,NT,0
Ornithosis,2022,QLD,0.13
Ornithosis,2022,SA,0
Ornithosis,2022,TAS,0
Ornithosis,2022,VIC,0.29
Ornithosis,2022,WA,0
Ornithosis,2022,AUS,0.17
Ornithosis,2021,ACT,0
Ornithosis,2021,NSW,0.21
Ornithosis,2021,NT,0
Ornithosis,2021,QLD,0.02
Ornithosis,2021,SA,0
Ornithosis,2021,TAS,0
Ornithosis,2021,VIC,0.32
Ornithosis,2021,WA,0
Ornithosis,2021,AUS,0.15
Ornithosis,2020,ACT,0
Ornithosis,2020,NSW,0.39
Ornithosis,2020,NT,0
Ornithosis,2020,QLD,0.1
Ornithosis,2020,SA,0.06
Ornithosis,2020,TAS,0
Ornithosis,2020,VIC,0.41
Ornithosis,2020,WA,0
Ornithosis,2020,AUS,0.25
Ornithosis,2019,ACT,0
Ornithosis,2019,NSW,0.14
Ornithosis,2019,NT,0
Ornithosis,2019,QLD,0.02
Ornithosis,2019,SA,0.06
Ornithosis,2019,TAS,0
Ornithosis,2019,VIC,0.15
Ornithosis,2019,WA,0
Ornithosis,2019,AUS,0.09
Ornithosis,2018,ACT,0
Ornithosis,2018,NSW,0.09
Ornithosis,2018,NT,0
Ornithosis,2018,QLD,0
Ornithosis,2018,SA,0
Ornithosis,2018,TAS,0
Ornithosis,2018,VIC,0.03
Ornithosis,2018,WA,0
Ornithosis,2018,AUS,0.04
Ornithosis,2017,ACT,0
Ornithosis,2017,NSW,0.05
Ornithosis,2017,NT,0
Ornithosis,2017,QLD,0.02
Ornithosis,2017,SA,0.06
Ornithosis,2017,TAS,0
Ornithosis,2017,VIC,0.19
Ornithosis,2017,WA,0.12
Ornithosis,2017,AUS,0.09
Ornithosis,2016,ACT,0
Ornithosis,2016,NSW,0.18
Ornithosis,2016,NT,0
Ornithosis,2016,QLD,0
Ornithosis,2016,SA,0
Ornithosis,2016,TAS,0
Ornithosis,2016,VIC,0.16
Ornithosis,2016,WA,0
Ornithosis,2016,AUS,0.1
Ornithosis,2015,ACT,0
Ornithosis,2015,NSW,0.03
Ornithosis,2015,NT,0
Ornithosis,2015,QLD,0.02
Ornithosis,2015,SA,0.06
Ornithosis,2015,TAS,0
Ornithosis,2015,VIC,0.18
Ornithosis,2015,WA,0.04
Ornithosis,2015,AUS,0.07
Ornithosis,2014,ACT,0
Ornithosis,2014,NSW,0.19
Ornithosis,2014,NT,0
Ornithosis,2014,QLD,0.08
Ornithosis,2014,SA,0
Ornithosis,2014,TAS,0
Ornithosis,2014,VIC,0.36
Ornithosis,2014,WA,0.08
Ornithosis,2014,AUS,0.17
Ornithosis,2013,ACT,0
Ornithosis,2013,NSW,0.11
Ornithosis,2013,NT,0
Ornithosis,2013,QLD,0.02
Ornithosis,2013,SA,0
Ornithosis,2013,TAS,0
Ornithosis,2013,VIC,0.59
Ornithosis,2013,WA,0.16
Ornithosis,2013,AUS,0.2
Ornithosis,2012,ACT,0
Ornithosis,2012,NSW,0.26
Ornithosis,2012,NT,0
Ornithosis,2012,QLD,0.02
Ornithosis,2012,SA,0.06
Ornithosis,2012,TAS,0
Ornithosis,2012,VIC,0.83
Ornithosis,2012,WA,0.33
Ornithosis,2012,AUS,0.33
Ornithosis,2011,ACT,0
Ornithosis,2011,NSW,0.29
Ornithosis,2011,NT,0
Ornithosis,2011,QLD,0.02
Ornithosis,2011,SA,0
Ornithosis,2011,TAS,0.2
Ornithosis,2011,VIC,1
Ornithosis,2011,WA,0.3
Ornithosis,2011,AUS,0.4
Ornithosis,2010,ACT,0
Ornithosis,2010,NSW,0.21
Ornithosis,2010,NT,0
Ornithosis,2010,QLD,0
Ornithosis,2010,SA,0.06
Ornithosis,2010,TAS,0.59
Ornithosis,2010,VIC,0.66
Ornithosis,2010,WA,0.13
Ornithosis,2010,AUS,0.26
Ornithosis,2009,ACT,0
Ornithosis,2009,NSW,0.28
Ornithosis,2009,NT,0
Ornithosis,2009,QLD,0
Ornithosis,2009,SA,0.19
Ornithosis,2009,TAS,0
Ornithosis,2009,VIC,0.71
Ornithosis,2009,WA,0.09
Ornithosis,2009,AUS,0.29
Ornithosis,2008,ACT,0
Ornithosis,2008,NSW,0.58
Ornithosis,2008,NT,0
Ornithosis,2008,QLD,0.07
Ornithosis,2008,SA,0
Ornithosis,2008,TAS,0
Ornithosis,2008,VIC,1
Ornithosis,2008,WA,0.28
Ornithosis,2008,AUS,0.48
Ornithosis,2007,ACT,0
Ornithosis,2007,NSW,0.51
Ornithosis,2007,NT,0
Ornithosis,2007,QLD,0.05
Ornithosis,2007,SA,0.13
Ornithosis,2007,TAS,0.2
Ornithosis,2007,VIC,0.97
Ornithosis,2007,WA,0.14
Ornithosis,2007,AUS,0.45
Ornithosis,2006,ACT,0.6
Ornithosis,2006,NSW,1
Ornithosis,2006,NT,0
Ornithosis,2006,QLD,0.05
Ornithosis,2006,SA,0.13
Ornithosis,2006,TAS,0.2
Ornithosis,2006,VIC,1
Ornithosis,2006,WA,0.2
Ornithosis,2006,AUS,0.81
Ornithosis,2005,ACT,0.6
Ornithosis,2005,NSW,2
Ornithosis,2005,NT,0
Ornithosis,2005,QLD,0.05
Ornithosis,2005,SA,0.06
Ornithosis,2005,TAS,0
Ornithosis,2005,VIC,0.7
Ornithosis,2005,WA,0.2
Ornithosis,2005,AUS,0.82
Ornithosis,2004,ACT,0.61
Ornithosis,2004,NSW,1
Ornithosis,2004,NT,0
Ornithosis,2004,QLD,0.08
Ornithosis,2004,SA,0.33
Ornithosis,2004,TAS,0
Ornithosis,2004,VIC,3
Ornithosis,2004,WA,0
Ornithosis,2004,AUS,1
Ornithosis,2003,ACT,0.31
Ornithosis,2003,NSW,1
Ornithosis,2003,NT,0.99
Ornithosis,2003,QLD,0.05
Ornithosis,2003,SA,0.07
Ornithosis,2003,TAS,0
Ornithosis,2003,VIC,2
Ornithosis,2003,WA,0.2
Ornithosis,2003,AUS,1
Ornithosis,2002,ACT,0.31
Ornithosis,2002,NSW,2
Ornithosis,2002,NT,0.99
Ornithosis,2002,QLD,0.08
Ornithosis,2002,SA,0.2
Ornithosis,2002,TAS,0.21
Ornithosis,2002,VIC,0.89
Ornithosis,2002,WA,0.31
Ornithosis,2002,AUS,1
Ornithosis,2001,ACT,0.31
Ornithosis,2001,NSW,0.58
Ornithosis,2001,NT,0.5
Ornithosis,2001,QLD,0
Ornithosis,2001,SA,1
Ornithosis,2001,TAS,0
Ornithosis,2001,VIC,1
Ornithosis,2001,WA,0.47
Ornithosis,2001,AUS,0.7
Ornithosis,2000,ACT,0
Ornithosis,2000,NSW,0
Ornithosis,2000,NT,0.5
Ornithosis,2000,QLD,0
Ornithosis,2000,SA,0.4
Ornithosis,2000,TAS,1
Ornithosis,2000,VIC,2
Ornithosis,2000,WA,0.32
Ornithosis,2000,AUS,0.82
Ornithosis,1999,ACT,0
Ornithosis,1999,NSW,0
Ornithosis,1999,NT,0
Ornithosis,1999,QLD,0
Ornithosis,1999,SA,0.67
Ornithosis,1999,TAS,0.42
Ornithosis,1999,VIC,1
Ornithosis,1999,WA,0.43
Ornithosis,1999,AUS,0.66
Ornithosis,1998,ACT,0.64
Ornithosis,1998,NSW,0
Ornithosis,1998,NT,0
Ornithosis,1998,QLD,0
Ornithosis,1998,SA,0
Ornithosis,1998,TAS,0.42
Ornithosis,1998,VIC,1
Ornithosis,1998,WA,0.05
Ornithosis,1998,AUS,0.45
Ornithosis,1997,ACT,0
Ornithosis,1997,NSW,0
Ornithosis,1997,NT,0
Ornithosis,1997,QLD,0
Ornithosis,1997,SA,0.27
Ornithosis,1997,TAS,0
Ornithosis,1997,VIC,0.68
Ornithosis,1997,WA,0.17
Ornithosis,1997,AUS,0.31
Ornithosis,1996,ACT,0
Ornithosis,1996,NSW,0
Ornithosis,1996,NT,0
Ornithosis,1996,QLD,0.42
Ornithosis,1996,SA,0.14
Ornithosis,1996,TAS,0.21
Ornithosis,1996,VIC,1
Ornithosis,1996,WA,0.28
Ornithosis,1996,AUS,0.73
Ornithosis,1995,ACT,0.33
Ornithosis,1995,NSW,0
Ornithosis,1995,NT,0
Ornithosis,1995,QLD,0.46
Ornithosis,1995,SA,0.41
Ornithosis,1995,TAS,0.42
Ornithosis,1995,VIC,3
Ornithosis,1995,WA,0.17
Ornithosis,1995,AUS,1
Ornithosis,1994,ACT,0.33
Ornithosis,1994,NSW,0
Ornithosis,1994,NT,0
Ornithosis,1994,QLD,0.09
Ornithosis,1994,SA,1
Ornithosis,1994,TAS,0.63
Ornithosis,1994,VIC,2
Ornithosis,1994,WA,0.18
Ornithosis,1994,AUS,0.85
Ornithosis,1993,ACT,0
Ornithosis,1993,NSW,0
Ornithosis,1993,NT,2
Ornithosis,1993,QLD,0.16
Ornithosis,1993,SA,1
Ornithosis,1993,TAS,0.21
Ornithosis,1993,VIC,0.96
Ornithosis,1993,WA,0.36
Ornithosis,1993,AUS,0.68
Ornithosis,1992,ACT,0.34
Ornithosis,1992,NSW,0
Ornithosis,1992,NT,0.59
Ornithosis,1992,QLD,0.1
Ornithosis,1992,SA,1
Ornithosis,1992,TAS,0
Ornithosis,1992,VIC,2
Ornithosis,1992,WA,0.54
Ornithosis,1992,AUS,0.95
Ornithosis,1991,ACT,1
Ornithosis,1991,NSW,0
Ornithosis,1991,NT,1
Ornithosis,1991,QLD,0
Ornithosis,1991,SA,2
Ornithosis,1991,TAS,0
Ornithosis,1991,VIC,2
Ornithosis,1991,WA,0.18
Ornithosis,1991,AUS,2
Paratyphoid,2025,ACT,1
