disease,year,state,rate_per_100k
Cryptosporidiosis,1999,TAS,0
Cryptosporidiosis,1999,VIC,0
Cryptosporidiosis,1999,WA,0
Cryptosporidiosis,1999,AUS,NA
Cryptosporidiosis,1998,ACT,0
Cryptosporidiosis,1998,NSW,0
Cryptosporidiosis,1998,NT,0
Cryptosporidiosis,1998,QLD,0
Cryptosporidiosis,1998,SA,0
Cryptosporidiosis,1998,TAS,0
Cryptosporidiosis,1998,VIC,0
Cryptosporidiosis,1998,WA,0
Cryptosporidiosis,1998,AUS,NA
Cryptosporidiosis,1997,ACT,0
Cryptosporidiosis,1997,NSW,0
Cryptosporidiosis,1997,NT,0
Cryptosporidiosis,1997,QLD,0
Cryptosporidiosis,1997,SA,0
Cryptosporidiosis,1997,TAS,0
Cryptosporidiosis,1997,VIC,0
Cryptosporidiosis,1997,WA,0
Cryptosporidiosis,1997,AUS,NA
Cryptosporidiosis,1996,ACT,0
Cryptosporidiosis,1996,NSW,0
Cryptosporidiosis,1996,NT,0
Cryptosporidiosis,1996,QLD,0
Cryptosporidiosis,1996,SA,0
Cryptosporidiosis,1996,TAS,0
Cryptosporidiosis,1996,VIC,0
Cryptosporidiosis,1996,WA,0
Cryptosporidiosis,1996,AUS,NA
Cryptosporidiosis,1995,ACT,0
Cryptosporidiosis,1995,NSW,0
Cryptosporidiosis,1995,NT,0
Cryptosporidiosis,1995,QLD,0
Cryptosporidiosis,1995,SA,0
Cryptosporidiosis,1995,TAS,0
Cryptosporidiosis,1995,VIC,0
Cryptosporidiosis,1995,WA,0
Cryptosporidiosis,1995,AUS,NA
Cryptosporidiosis,1994,ACT,0
Cryptosporidiosis,1994,NSW,0
Cryptosporidiosis,1994,NT,0
Cryptosporidiosis,1994,QLD,0
Cryptosporidiosis,1994,SA,0
Cryptosporidiosis,1994,TAS,0
Cryptosporidiosis,1994,VIC,0
Cryptosporidiosis,1994,WA,0
Cryptosporidiosis,1994,AUS,NA
Cryptosporidiosis,1993,ACT,0
Cryptosporidiosis,1993,NSW,0
Cryptosporidiosis,1993,NT,0
Cryptosporidiosis,1993,QLD,0
Cryptosporidiosis,1993,SA,0
Cryptosporidiosis,1993,TAS,0
Cryptosporidiosis,1993,VIC,0
Cryptosporidiosis,1993,WA,0
Cryptosporidiosis,1993,AUS,NA
Cryptosporidiosis,1992,ACT,0
Cryptosporidiosis,1992,NSW,0
Cryptosporidiosis,1992,NT,0
Cryptosporidiosis,1992,QLD,0
Cryptosporidiosis,1992,SA,0
Cryptosporidiosis,1992,TAS,0
Cryptosporidiosis,1992,VIC,0
Cryptosporidiosis,1992,WA,0
Cryptosporidiosis,1992,AUS,NA
Cryptosporidiosis,1991,ACT,0
Cryptosporidiosis,1991,NSW,0
Cryptosporidiosis,1991,NT,0
Cryptosporidiosis,1991,QLD,0
Cryptosporidiosis,1991,SA,0
Cryptosporidiosis,1991,TAS,0
Cryptosporidiosis,1991,VIC,0
Cryptosporidiosis,1991,WA,0
Cryptosporidiosis,1991,AUS,NA
Dengue virus infection,2025,ACT,6
Dengue virus infection,2025,NSW,6
Dengue virus infection,2025,NT,12
Dengue virus infection,2025,QLD,7
Dengue virus infection,2025,SA,5
Dengue virus infection,2025,TAS,4
Dengue virus infection,2025,VIC,7
Dengue virus infection,2025,WA,12
Dengue virus infection,2025,AUS,7
Dengue virus infection,2024,ACT,8
Dengue virus infection,2024,NSW,7
Dengue virus infection,2024,NT,21
Dengue virus infection,2024,QLD,7
Dengue virus infection,2024,SA,6
Dengue virus infection,2024,TAS,4
Dengue virus infection,2024,VIC,9
Dengue virus infection,2024,WA,19
Dengue virus infection,2024,AUS,9
Dengue virus infection,2023,ACT,3
Dengue virus infection,2023,NSW,4
Dengue virus infection,2023,NT,8
Dengue virus infection,2023,QLD,2
Dengue virus infection,2023,SA,2
Dengue virus infection,2023,TAS,3
Dengue virus infection,2023,VIC,5
Dengue virus infection,2023,WA,7
Dengue virus infection,2023,AUS,4
Dengue virus infection,2022,ACT,4
Dengue virus infection,2022,NSW,2
Dengue virus infection,2022,NT,2
Dengue virus infection,2022,QLD,1
Dengue virus infection,2022,SA,2
Dengue virus infection,2022,TAS,1
Dengue virus infection,2022,VIC,3
Dengue virus infection,2022,WA,3
Dengue virus infection,2022,AUS,2
Dengue virus infection,2021,ACT,0
Dengue virus infection,2021,NSW,0.02
Dengue virus infection,2021,NT,0
Dengue virus infection,2021,QLD,0
Dengue virus infection,2021,SA,0.06
Dengue virus infection,2021,TAS,0
Dengue virus infection,2021,VIC,0.09
Dengue virus infection,2021,WA,0
Dengue virus infection,2021,AUS,0.04
Dengue virus infection,2020,ACT,0.45
Dengue virus infection,2020,NSW,0.73
Dengue virus infection,2020,NT,5
Dengue virus infection,2020,QLD,0.85
Dengue virus infection,2020,SA,1
Dengue virus infection,2020,TAS,0.36
Dengue virus infection,2020,VIC,0.44
Dengue virus infection,2020,WA,2
Dengue virus infection,2020,AUS,0.9
Dengue virus infection,2019,ACT,8
Dengue virus infection,2019,NSW,6
Dengue virus infection,2019,NT,14
Dengue virus infection,2019,QLD,6
Dengue virus infection,2019,SA,4
Dengue virus infection,2019,TAS,4
Dengue virus infection,2019,VIC,4
Dengue virus infection,2019,WA,12
Dengue virus infection,2019,AUS,6
Dengue virus infection,2018,ACT,5
Dengue virus infection,2018,NSW,4
Dengue virus infection,2018,NT,11
Dengue virus infection,2018,QLD,4
Dengue virus infection,2018,SA,3
Dengue virus infection,2018,TAS,2
Dengue virus infection,2018,VIC,4
Dengue virus infection,2018,WA,5
Dengue virus infection,2018,AUS,4
Dengue virus infection,2017,ACT,10
Dengue virus infection,2017,NSW,4
Dengue virus infection,2017,NT,12
Dengue virus infection,2017,QLD,5
Dengue virus infection,2017,SA,2
Dengue virus infection,2017,TAS,2
Dengue virus infection,2017,VIC,5
Dengue virus infection,2017,WA,7
Dengue virus infection,2017,AUS,5
Dengue virus infection,2016,ACT,9
Dengue virus infection,2016,NSW,6
Dengue virus infection,2016,NT,39
Dengue virus infection,2016,QLD,8
Dengue virus infection,2016,SA,7
Dengue virus infection,2016,TAS,6
Dengue virus infection,2016,VIC,9
Dengue virus infection,2016,WA,22
Dengue virus infection,2016,AUS,9
Dengue virus infection,2015,ACT,5
Dengue virus infection,2015,NSW,5
Dengue virus infection,2015,NT,22
Dengue virus infection,2015,QLD,6
Dengue virus infection,2015,SA,4
Dengue virus infection,2015,TAS,4
Dengue virus infection,2015,VIC,6
Dengue virus infection,2015,WA,22
Dengue virus infection,2015,AUS,7
Dengue virus infection,2014,ACT,4
Dengue virus infection,2014,NSW,5
Dengue virus infection,2014,NT,26
Dengue virus infection,2014,QLD,8
Dengue virus infection,2014,SA,4
Dengue virus infection,2014,TAS,3
Dengue virus infection,2014,VIC,6
Dengue virus infection,2014,WA,18
Dengue virus infection,2014,AUS,7
Dengue virus infection,2013,ACT,3
Dengue virus infection,2013,NSW,4
Dengue virus infection,2013,NT,23
Dengue virus infection,2013,QLD,10
Dengue virus infection,2013,SA,4
Dengue virus infection,2013,TAS,4
Dengue virus infection,2013,VIC,7
Dengue virus infection,2013,WA,19
Dengue virus infection,2013,AUS,8
Dengue virus infection,2012,ACT,6
Dengue virus infection,2012,NSW,4
Dengue virus infection,2012,NT,29
Dengue virus infection,2012,QLD,5
Dengue virus infection,2012,SA,3
Dengue virus infection,2012,TAS,2
Dengue virus infection,2012,VIC,6
Dengue virus infection,2012,WA,22
Dengue virus infection,2012,AUS,7
Dengue virus infection,2011,ACT,4
Dengue virus infection,2011,NSW,2
Dengue virus infection,2011,NT,10
Dengue virus infection,2011,QLD,4
Dengue virus infection,2011,SA,1
Dengue virus infection,2011,TAS,0.59
Dengue virus infection,2011,VIC,2
Dengue virus infection,2011,WA,14
Dengue virus infection,2011,AUS,4
Dengue virus infection,2010,ACT,4
Dengue virus infection,2010,NSW,3
Dengue virus infection,2010,NT,18
Dengue virus infection,2010,QLD,6
Dengue virus infection,2010,SA,1
Dengue virus infection,2010,TAS,1
Dengue virus infection,2010,VIC,2
Dengue virus infection,2010,WA,22
Dengue virus infection,2010,AUS,6
Dengue virus infection,2009,ACT,5
Dengue virus infection,2009,NSW,2
Dengue virus infection,2009,NT,14
Dengue virus infection,2009,QLD,24
Dengue virus infection,2009,SA,1
Dengue virus infection,2009,TAS,0.4
Dengue virus infection,2009,VIC,0.71
Dengue virus infection,2009,WA,6
Dengue virus infection,2009,AUS,6
Dengue virus infection,2008,ACT,2
Dengue virus infection,2008,NSW,2
Dengue virus infection,2008,NT,10
Dengue virus infection,2008,QLD,5
Dengue virus infection,2008,SA,2
Dengue virus infection,2008,TAS,1
Dengue virus infection,2008,VIC,0.21
Dengue virus infection,2008,WA,5
Dengue virus infection,2008,AUS,3
Dengue virus infection,2007,ACT,0.88
Dengue virus infection,2007,NSW,1
Dengue virus infection,2007,NT,7
Dengue virus infection,2007,QLD,3
Dengue virus infection,2007,SA,1
Dengue virus infection,2007,TAS,0.61
Dengue virus infection,2007,VIC,0.33
Dengue virus infection,2007,WA,3
Dengue virus infection,2007,AUS,2
Dengue virus infection,2006,ACT,2
Dengue virus infection,2006,NSW,0.79
Dengue virus infection,2006,NT,10
Dengue virus infection,2006,QLD,2
Dengue virus infection,2006,SA,0.71
Dengue virus infection,2006,TAS,0
Dengue virus infection,2006,VIC,0.1
Dengue virus infection,2006,WA,0.78
Dengue virus infection,2006,AUS,0.92
Dengue virus infection,2005,ACT,0.6
Dengue virus infection,2005,NSW,0.72
Dengue virus infection,2005,NT,7
Dengue virus infection,2005,QLD,3
Dengue virus infection,2005,SA,0.32
Dengue virus infection,2005,TAS,0
Dengue virus infection,2005,VIC,0.3
Dengue virus infection,2005,WA,0.94
Dengue virus infection,2005,AUS,1
Dengue virus infection,2004,ACT,2
Dengue virus infection,2004,NSW,0.45
Dengue virus infection,2004,NT,9
Dengue virus infection,2004,QLD,7
Dengue virus infection,2004,SA,0.26
Dengue virus infection,2004,TAS,0.21
Dengue virus infection,2004,VIC,0.2
Dengue virus infection,2004,WA,0.35
Dengue virus infection,2004,AUS,2
Dengue virus infection,2003,ACT,2
Dengue virus infection,2003,NSW,1
Dengue virus infection,2003,NT,10
Dengue virus infection,2003,QLD,19
Dengue virus infection,2003,SA,0.59
Dengue virus infection,2003,TAS,0.21
Dengue virus infection,2003,VIC,0.29
Dengue virus infection,2003,WA,0.87
Dengue virus infection,2003,AUS,4
Dengue virus infection,2002,ACT,0.92
Dengue virus infection,2002,NSW,1
Dengue virus infection,2002,NT,16
Dengue virus infection,2002,QLD,2
Dengue virus infection,2002,SA,0.53
Dengue virus infection,2002,TAS,0.21
Dengue virus infection,2002,VIC,0.21
Dengue virus infection,2002,WA,0.93
Dengue virus infection,2002,AUS,1
Dengue virus infection,2001,ACT,3
Dengue virus infection,2001,NSW,0.87
Dengue virus infection,2001,NT,21
Dengue virus infection,2001,QLD,1
Dengue virus infection,2001,SA,0.47
Dengue virus infection,2001,TAS,0.42
Dengue virus infection,2001,VIC,0.13
Dengue virus infection,2001,WA,0.79
Dengue virus infection,2001,AUS,0.95
Dengue virus infection,2000,ACT,0.32
Dengue virus infection,2000,NSW,0.31
Dengue virus infection,2000,NT,47
Dengue virus infection,2000,QLD,2
Dengue virus infection,2000,SA,0.4
Dengue virus infection,2000,TAS,0
Dengue virus infection,2000,VIC,0.06
Dengue virus infection,2000,WA,0.37
Dengue virus infection,2000,AUS,1
Dengue virus infection,1999,ACT,0.64
Dengue virus infection,1999,NSW,0.19
Dengue virus infection,1999,NT,16
Dengue virus infection,1999,QLD,2
Dengue virus infection,1999,SA,0.47
Dengue virus infection,1999,TAS,0
Dengue virus infection,1999,VIC,0
Dengue virus infection,1999,WA,0.97
Dengue virus infection,1999,AUS,0.7
Dengue virus infection,1998,ACT,2
Dengue virus infection,1998,NSW,0.89
Dengue virus infection,1998,NT,5
Dengue virus infection,1998,QLD,14
Dengue virus infection,1998,SA,0.2
Dengue virus infection,1998,TAS,0.42
Dengue virus infection,1998,VIC,0.2
Dengue virus infection,1998,WA,1
Dengue virus infection,1998,AUS,3
Dengue virus infection,1997,ACT,0.32
Dengue virus infection,1997,NSW,0.26
Dengue virus infection,1997,NT,4
Dengue virus infection,1997,QLD,4
Dengue virus infection,1997,SA,0.14
Dengue virus infection,1997,TAS,0.21
Dengue virus infection,1997,VIC,0.07
Dengue virus infection,1997,WA,0.72
Dengue virus infection,1997,AUS,0.93
Dengue virus infection,1996,ACT,0.32
Dengue virus infection,1996,NSW,0.24
Dengue virus infection,1996,NT,3
Dengue virus infection,1996,QLD,3
Dengue virus infection,1996,SA,0.14
Dengue virus infection,1996,TAS,0
Dengue virus infection,1996,VIC,0
Dengue virus infection,1996,WA,0.51
Dengue virus infection,1996,AUS,0.68
Dengue virus infection,1995,ACT,0
Dengue virus infection,1995,NSW,0.21
Dengue virus infection,1995,NT,5
Dengue virus infection,1995,QLD,0.4
Dengue virus infection,1995,SA,0.07
Dengue virus infection,1995,TAS,0.21
Dengue virus infection,1995,VIC,0
Dengue virus infection,1995,WA,0.12
Dengue virus infection,1995,AUS,0.22
Dengue virus infection,1994,ACT,0
Dengue virus infection,1994,NSW,0.02
Dengue virus infection,1994,NT,3
Dengue virus infection,1994,QLD,0.09
Dengue virus infection,1994,SA,0.07
Dengue virus infection,1994,TAS,0
Dengue virus infection,1994,VIC,0
Dengue virus infection,1994,WA,0.06
Dengue virus infection,1994,AUS,0.06
Dengue virus infection,1993,ACT,0
Dengue virus infection,1993,NSW,0.07
Dengue virus infection,1993,NT,3
Dengue virus infection,1993,QLD,21
Dengue virus infection,1993,SA,0
Dengue virus infection,1993,TAS,0
Dengue virus infection,1993,VIC,0
Dengue virus infection,1993,WA,0
Dengue virus infection,1993,AUS,4
Dengue virus infection,1992,ACT,0
Dengue virus infection,1992,NSW,0.03
Dengue virus infection,1992,NT,6
Dengue virus infection,1992,QLD,11
Dengue virus infection,1992,SA,0.07
Dengue virus infection,1992,TAS,0
Dengue virus infection,1992,VIC,0.02
Dengue virus infection,1992,WA,0.06
Dengue virus infection,1992,AUS,NA
Dengue virus infection,1991,ACT,0
Dengue virus infection,1991,NSW,0.05
Dengue virus infection,1991,NT,0.6
Dengue virus infection,1991,QLD,0.44
Dengue virus infection,1991,SA,0
Dengue virus infection,1991,TAS,0
Dengue virus infection,1991,VIC,0
Dengue virus infection,1991,WA,0
Dengue virus infection,1991,AUS,NA
Diphtheria,2025,ACT,0
Diphtheria,2025,NSW,0.02
Diphtheria,2025,NT,4
Diphtheria,2025,QLD,0.16
Diphtheria,2025,SA,0.11
Diphtheria,2025,TAS,0
Diphtheria,2025,VIC,0.01
Diphtheria,2025,WA,0.07
Diphtheria,2025,AUS,0.09
Diphtheria,2024,ACT,0
Diphtheria,2024,NSW,0.01
Diphtheria,2024,NT,0
Diphtheria,2024,QLD,0.11
Diphtheria,2024,SA,0
Diphtheria,2024,TAS,0.17
Diphtheria,2024,VIC,0
Diphtheria,2024,WA,0.03
Diphtheria,2024,AUS,0.03
Diphtheria,2023,ACT,0
Diphtheria,2023,NSW,0.04
Diphtheria,2023,NT,0.4
Diphtheria,2023,QLD,0.11
Diphtheria,2023,SA,0
Diphtheria,2023,TAS,0
Diphtheria,2023,VIC,0
Diphtheria,2023,WA,0.07
Diphtheria,2023,AUS,0.05
Diphtheria,2022,ACT,0
Diphtheria,2022,NSW,0.05
Diphtheria,2022,NT,0
Diphtheria,2022,QLD,0.47
Diphtheria,2022,SA,0
Diphtheria,2022,TAS,0
Diphtheria,2022,VIC,0.02
Diphtheria,2022,WA,0.04
Diphtheria,2022,AUS,0.12
Diphtheria,2021,ACT,0
Diphtheria,2021,NSW,0
Diphtheria,2021,NT,0
Diphtheria,2021,QLD,0.1
Diphtheria,2021,SA,0.11
Diphtheria,2021,TAS,0
Diphtheria,2021,VIC,0
Diphtheria,2021,WA,0
Diphtheria,2021,AUS,0.03
Diphtheria,2020,ACT,0
Diphtheria,2020,NSW,0
Diphtheria,2020,NT,0
Diphtheria,2020,QLD,0.17
Diphtheria,2020,SA,0.06
Diphtheria,2020,TAS,0
Diphtheria,2020,VIC,0
Diphtheria,2020,WA,0
Diphtheria,2020,AUS,0.04
Diphtheria,2019,ACT,0
Diphtheria,2019,NSW,0.01
Diphtheria,2019,NT,0
Diphtheria,2019,QLD,0.1
Diphtheria,2019,SA,0
Diphtheria,2019,TAS,0
Diphtheria,2019,VIC,0.02
Diphtheria,2019,WA,0
Diphtheria,2019,AUS,0.03
Diphtheria,2018,ACT,0
Diphtheria,2018,NSW,0.05
Diphtheria,2018,NT,0
Diphtheria,2018,QLD,0.12
Diphtheria,2018,SA,0.06
Diphtheria,2018,TAS,0
Diphtheria,2018,VIC,0
Diphtheria,2018,WA,0
Diphtheria,2018,AUS,0.04
Diphtheria,2017,ACT,0
Diphtheria,2017,NSW,0
Diphtheria,2017,NT,0
Diphtheria,2017,QLD,0.08
Diphtheria,2017,SA,0
Diphtheria,2017,TAS,0
Diphtheria,2017,VIC,0.05
Diphtheria,2017,WA,0.04
Diphtheria,2017,AUS,0.03
Diphtheria,2016,ACT,0
Diphtheria,2016,NSW,0
Diphtheria,2016,NT,0
Diphtheria,2016,QLD,0.17
Diphtheria,2016,SA,0
Diphtheria,2016,TAS,0
Diphtheria,2016,VIC,0
Diphtheria,2016,WA,0
Diphtheria,2016,AUS,0.03
Diphtheria,2015,ACT,0
Diphtheria,2015,NSW,0
Diphtheria,2015,NT,0
Diphtheria,2015,QLD,0.04
Diphtheria,2015,SA,0
Diphtheria,2015,TAS,0
Diphtheria,2015,VIC,0
Diphtheria,2015,WA,0
Diphtheria,2015,AUS,0.01
Diphtheria,2014,ACT,0
Diphtheria,2014,NSW,0
Diphtheria,2014,NT,0
Diphtheria,2014,QLD,0.04
Diphtheria,2014,SA,0
Diphtheria,2014,TAS,0
Diphtheria,2014,VIC,0
Diphtheria,2014,WA,0
Diphtheria,2014,AUS,0.01
Diphtheria,2013,ACT,0
Diphtheria,2013,NSW,0
Diphtheria,2013,NT,0
Diphtheria,2013,QLD,0.04
Diphtheria,2013,SA,0.06
Diphtheria,2013,TAS,0
Diphtheria,2013,VIC,0
Diphtheria,2013,WA,0
Diphtheria,2013,AUS,0.01
Diphtheria,2012,ACT,0
Diphtheria,2012,NSW,0
Diphtheria,2012,NT,0
Diphtheria,2012,QLD,0
Diphtheria,2012,SA,0
Diphtheria,2012,TAS,0
Diphtheria,2012,VIC,0
Diphtheria,2012,WA,0
Diphtheria,2012,AUS,NA
Diphtheria,2011,ACT,0
Diphtheria,2011,NSW,0
Diphtheria,2011,NT,0.43
Diphtheria,2011,QLD,0.07
Diphtheria,2011,SA,0
Diphtheria,2011,TAS,0
Diphtheria,2011,VIC,0
Diphtheria,2011,WA,0
Diphtheria,2011,AUS,0.02
Diphtheria,2010,ACT,0
Diphtheria,2010,NSW,0
Diphtheria,2010,NT,0
Diphtheria,2010,QLD,0
Diphtheria,2010,SA,0
Diphtheria,2010,TAS,0
Diphtheria,2010,VIC,0
Diphtheria,2010,WA,0
Diphtheria,2010,AUS,NA
Diphtheria,2009,ACT,0
Diphtheria,2009,NSW,0
Diphtheria,2009,NT,0
Diphtheria,2009,QLD,0
Diphtheria,2009,SA,0
Diphtheria,2009,TAS,0
Diphtheria,2009,VIC,0
Diphtheria,2009,WA,0
Diphtheria,2009,AUS,NA
Diphtheria,2008,ACT,0
Diphtheria,2008,NSW,0
Diphtheria,2008,NT,0
Diphtheria,2008,QLD,0
Diphtheria,2008,SA,0
Diphtheria,2008,TAS,0
Diphtheria,2008,VIC,0
Diphtheria,2008,WA,0
Diphtheria,2008,AUS,NA
Diphtheria,2007,ACT,0
Diphtheria,2007,NSW,0
Diphtheria,2007,NT,0
Diphtheria,2007,QLD,0
Diphtheria,2007,SA,0
Diphtheria,2007,TAS,0
Diphtheria,2007,VIC,0
Diphtheria,2007,WA,0
Diphtheria,2007,AUS,NA
Diphtheria,2006,ACT,0
Diphtheria,2006,NSW,0
Diphtheria,2006,NT,0
Diphtheria,2006,QLD,0
Diphtheria,2006,SA,0
Diphtheria,2006,TAS,0
Diphtheria,2006,VIC,0
Diphtheria,2006,WA,0
Diphtheria,2006,AUS,NA
Diphtheria,2005,ACT,0
Diphtheria,2005,NSW,0
Diphtheria,2005,NT,0
Diphtheria,2005,QLD,0
Diphtheria,2005,SA,0
Diphtheria,2005,TAS,0
Diphtheria,2005,VIC,0
Diphtheria,2005,WA,0
Diphtheria,2005,AUS,NA
Diphtheria,2004,ACT,0
Diphtheria,2004,NSW,0
Diphtheria,2004,NT,0
Diphtheria,2004,QLD,0
Diphtheria,2004,SA,0
Diphtheria,2004,TAS,0
Diphtheria,2004,VIC,0
Diphtheria,2004,WA,0
Diphtheria,2004,AUS,NA
Diphtheria,2003,ACT,0
Diphtheria,2003,NSW,0
Diphtheria,2003,NT,0
Diphtheria,2003,QLD,0
Diphtheria,2003,SA,0
Diphtheria,2003,TAS,0
Diphtheria,2003,VIC,0
Diphtheria,2003,WA,0
Diphtheria,2003,AUS,NA
Diphtheria,2002,ACT,0
Diphtheria,2002,NSW,0
Diphtheria,2002,NT,0
Diphtheria,2002,QLD,0
Diphtheria,2002,SA,0
Diphtheria,2002,TAS,0
Diphtheria,2002,VIC,0
Diphtheria,2002,WA,0
Diphtheria,2002,AUS,NA
Diphtheria,2001,ACT,0
Diphtheria,2001,NSW,0
Diphtheria,2001,NT,0.5
Diphtheria,2001,QLD,0
Diphtheria,2001,SA,0
Diphtheria,2001,TAS,0
Diphtheria,2001,VIC,0
Diphtheria,2001,WA,0
Diphtheria,2001,AUS,0.01
Diphtheria,2000,ACT,0
Diphtheria,2000,NSW,0
Diphtheria,2000,NT,0
Diphtheria,2000,QLD,0
Diphtheria,2000,SA,0
Diphtheria,2000,TAS,0
Diphtheria,2000,VIC,0
Diphtheria,2000,WA,0
Diphtheria,2000,AUS,NA
Diphtheria,1999,ACT,0
Diphtheria,1999,NSW,0
Diphtheria,1999,NT,0
Diphtheria,1999,QLD,0
Diphtheria,1999,SA,0
Diphtheria,1999,TAS,0
Diphtheria,1999,VIC,0
Diphtheria,1999,WA,0
Diphtheria,1999,AUS,NA
Diphtheria,1998,ACT,0
Diphtheria,1998,NSW,0
Diphtheria,1998,NT,0
Diphtheria,1998,QLD,0
Diphtheria,1998,SA,0
Diphtheria,1998,TAS,0
Diphtheria,1998,VIC,0
Diphtheria,1998,WA,0
Diphtheria,1998,AUS,NA
Diphtheria,1997,ACT,0
Diphtheria,1997,NSW,0
Diphtheria,1997,NT,0
Diphtheria,1997,QLD,0
Diphtheria,1997,SA,0
Diphtheria,1997,TAS,0
Diphtheria,1997,VIC,0
Diphtheria,1997,WA,0
Diphtheria,1997,AUS,NA
Diphtheria,1996,ACT,0
Diphtheria,1996,NSW,0
Diphtheria,1996,NT,0
Diphtheria,1996,QLD,0
Diphtheria,1996,SA,0
Diphtheria,1996,TAS,0
Diphtheria,1996,VIC,0
Diphtheria,1996,WA,0
Diphtheria,1996,AUS,NA
Diphtheria,1995,ACT,0
Diphtheria,1995,NSW,0
Diphtheria,1995,NT,0
Diphtheria,1995,QLD,0
Diphtheria,1995,SA,0
Diphtheria,1995,TAS,0
Diphtheria,1995,VIC,0
Diphtheria,1995,WA,0
Diphtheria,1995,AUS,NA
Diphtheria,1994,ACT,0
Diphtheria,1994,NSW,0
Diphtheria,1994,NT,0
Diphtheria,1994,QLD,0
Diphtheria,1994,SA,0
Diphtheria,1994,TAS,0
Diphtheria,1994,VIC,0
Diphtheria,1994,WA,0
Diphtheria,1994,AUS,NA
Diphtheria,1993,ACT,0
Diphtheria,1993,NSW,0
Diphtheria,1993,NT,0
Diphtheria,1993,QLD,0
Diphtheria,1993,SA,0
Diphtheria,1993,TAS,0
Diphtheria,1993,VIC,0
Diphtheria,1993,WA,0
Diphtheria,1993,AUS,NA
Diphtheria,1992,ACT,0
Diphtheria,1992,NSW,0
Diphtheria,1992,NT,2
Diphtheria,1992,QLD,0
Diphtheria,1992,SA,0.07
Diphtheria,1992,TAS,0
Diphtheria,1992,VIC,0
Diphtheria,1992,WA,0
Diphtheria,1992,AUS,0.02
Diphtheria,1991,ACT,0
Diphtheria,1991,NSW,0.02
Diphtheria,1991,NT,0
Diphtheria,1991,QLD,0
Diphtheria,1991,SA,0
Diphtheria,1991,TAS,0
Diphtheria,1991,VIC,0
Diphtheria,1991,WA,0
Diphtheria,1991,AUS,0.01
Donovanosis,2025,ACT,0
Donovanosis,2025,NSW,0
Donovanosis,2025,NT,0
Donovanosis,2025,QLD,0
Donovanosis,2025,SA,0
Donovanosis,2025,TAS,0
Donovanosis,2025,VIC,0
Donovanosis,2025,WA,0
Donovanosis,2025,AUS,NA
Donovanosis,2024,ACT,0
Donovanosis,2024,NSW,0
Donovanosis,2024,NT,0
Donovanosis,2024,QLD,0
Donovanosis,2024,SA,0
Donovanosis,2024,TAS,0
Donovanosis,2024,VIC,0
Donovanosis,2024,WA,0
Donovanosis,2024,AUS,NA
Donovanosis,2023,ACT,0
Donovanosis,2023,NSW,0
Donovanosis,2023,NT,0
Donovanosis,2023,QLD,0
Donovanosis,2023,SA,0
Donovanosis,2023,TAS,0
Donovanosis,2023,VIC,0
Donovanosis,2023,WA,0
Donovanosis,2023,AUS,NA
Donovanosis,2022,ACT,0
Donovanosis,2022,NSW,0
Donovanosis,2022,NT,0
Donovanosis,2022,QLD,0
Donovanosis,2022,SA,0
Donovanosis,2022,TAS,0
Donovanosis,2022,VIC,0
Donovanosis,2022,WA,0
Donovanosis,2022,AUS,NA
Donovanosis,2021,ACT,0
Donovanosis,2021,NSW,0
Donovanosis,2021,NT,0
Donovanosis,2021,QLD,0
Donovanosis,2021,SA,0
Donovanosis,2021,TAS,0
Donovanosis,2021,VIC,0
Donovanosis,2021,WA,0
Donovanosis,2021,AUS,NA
Donovanosis,2020,ACT,0
Donovanosis,2020,NSW,0
Donovanosis,2020,NT,0
Donovanosis,2020,QLD,0
Donovanosis,2020,SA,0
Donovanosis,2020,TAS,0
Donovanosis,2020,VIC,0
Donovanosis,2020,WA,0
Donovanosis,2020,AUS,NA
Donovanosis,2019,ACT,0
Donovanosis,2019,NSW,0
Donovanosis,2019,NT,0
Donovanosis,2019,QLD,0
Donovanosis,2019,SA,0
Donovanosis,2019,TAS,0
Donovanosis,2019,VIC,0
Donovanosis,2019,WA,0
Donovanosis,2019,AUS,NA
Donovanosis,2018,ACT,0
Donovanosis,2018,NSW,0
Donovanosis,2018,NT,0
Donovanosis,2018,QLD,0
Donovanosis,2018,SA,0
Donovanosis,2018,TAS,0
Donovanosis,2018,VIC,0
Donovanosis,2018,WA,0
Donovanosis,2018,AUS,NA
Donovanosis,2017,ACT,0
Donovanosis,2017,NSW,0
Donovanosis,2017,NT,0
Donovanosis,2017,QLD,0
Donovanosis,2017,SA,0
Donovanosis,2017,TAS,0
Donovanosis,2017,VIC,0
Donovanosis,2017,WA,0
Donovanosis,2017,AUS,NA
Donovanosis,2016,ACT,0
Donovanosis,2016,NSW,0
Donovanosis,2016,NT,0
Donovanosis,2016,QLD,0
Donovanosis,2016,SA,0
Donovanosis,2016,TAS,0
Donovanosis,2016,VIC,0
Donovanosis,2016,WA,0
Donovanosis,2016,AUS,NA
Donovanosis,2015,ACT,0
Donovanosis,2015,NSW,0
Donovanosis,2015,NT,0
Donovanosis,2015,QLD,0
Donovanosis,2015,SA,0
Donovanosis,2015,TAS,0
Donovanosis,2015,VIC,0
Donovanosis,2015,WA,0
Donovanosis,2015,AUS,NA
Donovanosis,2014,ACT,0
Donovanosis,2014,NSW,0
Donovanosis,2014,NT,0
Donovanosis,2014,QLD,0
Donovanosis,2014,SA,0
Donovanosis,2014,TAS,0
