disease_group,disease,year,count
Sexually transmissible infections,Donovanosis,1999,14
Sexually transmissible infections,Donovanosis,1998,38
Sexually transmissible infections,Donovanosis,1997,53
Sexually transmissible infections,Donovanosis,1996,59
Sexually transmissible infections,Donovanosis,1995,89
Sexually transmissible infections,Donovanosis,1994,121
Sexually transmissible infections,Donovanosis,1993,71
Sexually transmissible infections,Donovanosis,1992,82
Sexually transmissible infections,Donovanosis,1991,72
Sexually transmissible infections,Gonococcal infection,2026,4244
Sexually transmissible infections,Gonococcal infection,2025,42582
Sexually transmissible infections,Gonococcal infection,2024,44534
Sexually transmissible infections,Gonococcal infection,2023,40317
Sexually transmissible infections,Gonococcal infection,2022,33172
Sexually transmissible infections,Gonococcal infection,2021,26612
Sexually transmissible infections,Gonococcal infection,2020,29815
Sexually transmissible infections,Gonococcal infection,2019,34741
Sexually transmissible infections,Gonococcal infection,2018,30836
Sexually transmissible infections,Gonococcal infection,2017,28351
Sexually transmissible infections,Gonococcal infection,2016,23850
Sexually transmissible infections,Gonococcal infection,2015,18457
Sexually transmissible infections,Gonococcal infection,2014,15673
Sexually transmissible infections,Gonococcal infection,2013,15011
Sexually transmissible infections,Gonococcal infection,2012,13944
Sexually transmissible infections,Gonococcal infection,2011,12088
Sexually transmissible infections,Gonococcal infection,2010,10317
Sexually transmissible infections,Gonococcal infection,2009,8268
Sexually transmissible infections,Gonococcal infection,2008,7672
Sexually transmissible infections,Gonococcal infection,2007,7634
Sexually transmissible infections,Gonococcal infection,2006,8608
Sexually transmissible infections,Gonococcal infection,2005,8057
Sexually transmissible infections,Gonococcal infection,2004,7046
Sexually transmissible infections,Gonococcal infection,2003,6722
Sexually transmissible infections,Gonococcal infection,2002,6677
Sexually transmissible infections,Gonococcal infection,2001,6038
Sexually transmissible infections,Gonococcal infection,2000,6020
Sexually transmissible infections,Gonococcal infection,1999,5529
Sexually transmissible infections,Gonococcal infection,1998,5617
Sexually transmissible infections,Gonococcal infection,1997,5051
Sexually transmissible infections,Gonococcal infection,1996,4196
Sexually transmissible infections,Gonococcal infection,1995,3370
Sexually transmissible infections,Gonococcal infection,1994,3298
Sexually transmissible infections,Gonococcal infection,1993,3285
Sexually transmissible infections,Gonococcal infection,1992,2965
Sexually transmissible infections,Gonococcal infection,1991,2520
Sexually transmissible infections,Syphilis < 2 years,2026,379
Sexually transmissible infections,Syphilis < 2 years,2025,6023
Sexually transmissible infections,Syphilis < 2 years,2024,5976
Sexually transmissible infections,Syphilis < 2 years,2023,6567
Sexually transmissible infections,Syphilis < 2 years,2022,6184
Sexually transmissible infections,Syphilis < 2 years,2021,5765
Sexually transmissible infections,Syphilis < 2 years,2020,5362
Sexually transmissible infections,Syphilis < 2 years,2019,5926
Sexually transmissible infections,Syphilis < 2 years,2018,5061
Sexually transmissible infections,Syphilis < 2 years,2017,4397
Sexually transmissible infections,Syphilis < 2 years,2016,3381
Sexually transmissible infections,Syphilis < 2 years,2015,2785
Sexually transmissible infections,Syphilis < 2 years,2014,2047
Sexually transmissible infections,Syphilis < 2 years,2013,1749
Sexually transmissible infections,Syphilis < 2 years,2012,1533
Sexually transmissible infections,Syphilis < 2 years,2011,1340
Sexually transmissible infections,Syphilis < 2 years,2010,1192
Sexually transmissible infections,Syphilis < 2 years,2009,1285
Sexually transmissible infections,Syphilis < 2 years,2008,1316
Sexually transmissible infections,Syphilis < 2 years,2007,1432
Sexually transmissible infections,Syphilis < 2 years,2006,886
Sexually transmissible infections,Syphilis < 2 years,2005,638
Sexually transmissible infections,Syphilis < 2 years,2004,612
Sexually transmissible infections,Syphilis < 2 years,2003,0
Sexually transmissible infections,Syphilis < 2 years,2002,0
Sexually transmissible infections,Syphilis < 2 years,2001,0
Sexually transmissible infections,Syphilis < 2 years,2000,0
Sexually transmissible infections,Syphilis < 2 years,1999,0
Sexually transmissible infections,Syphilis < 2 years,1998,0
Sexually transmissible infections,Syphilis < 2 years,1997,0
Sexually transmissible infections,Syphilis < 2 years,1996,0
Sexually transmissible infections,Syphilis < 2 years,1995,0
Sexually transmissible infections,Syphilis < 2 years,1994,0
Sexually transmissible infections,Syphilis < 2 years,1993,0
Sexually transmissible infections,Syphilis < 2 years,1992,0
Sexually transmissible infections,Syphilis < 2 years,1991,0
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2026,236
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2025,2922
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2024,2939
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2023,2784
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2022,2614
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2021,2219
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2020,2210
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2019,2635
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2018,2321
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2017,2009
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2016,1998
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2015,1990
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2014,1831
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2013,1723
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2012,1385
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2011,1249
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2010,1257
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2009,1444
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2008,1363
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2007,1400
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2006,1317
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2005,1317
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2004,1340
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2003,0
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2002,0
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2001,0
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,2000,0
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,1999,0
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,1998,0
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,1997,0
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,1996,0
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,1995,0
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,1994,0
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,1993,0
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,1992,0
Sexually transmissible infections,Syphilis > 2 years or unspecified duration,1991,0
Sexually transmissible infections,Syphilis congenital,2026,0
Sexually transmissible infections,Syphilis congenital,2025,14
Sexually transmissible infections,Syphilis congenital,2024,10
Sexually transmissible infections,Syphilis congenital,2023,20
Sexually transmissible infections,Syphilis congenital,2022,15
Sexually transmissible infections,Syphilis congenital,2021,15
Sexually transmissible infections,Syphilis congenital,2020,17
Sexually transmissible infections,Syphilis congenital,2019,4
Sexually transmissible infections,Syphilis congenital,2018,8
Sexually transmissible infections,Syphilis congenital,2017,8
Sexually transmissible infections,Syphilis congenital,2016,2
Sexually transmissible infections,Syphilis congenital,2015,4
Sexually transmissible infections,Syphilis congenital,2014,2
Sexually transmissible infections,Syphilis congenital,2013,7
Sexually transmissible infections,Syphilis congenital,2012,0
Sexually transmissible infections,Syphilis congenital,2011,6
Sexually transmissible infections,Syphilis congenital,2010,4
Sexually transmissible infections,Syphilis congenital,2009,5
Sexually transmissible infections,Syphilis congenital,2008,6
Sexually transmissible infections,Syphilis congenital,2007,7
Sexually transmissible infections,Syphilis congenital,2006,11
Sexually transmissible infections,Syphilis congenital,2005,16
Sexually transmissible infections,Syphilis congenital,2004,13
Sexually transmissible infections,Syphilis congenital,2003,14
Sexually transmissible infections,Syphilis congenital,2002,0
Sexually transmissible infections,Syphilis congenital,2001,0
Sexually transmissible infections,Syphilis congenital,2000,0
Sexually transmissible infections,Syphilis congenital,1999,0
Sexually transmissible infections,Syphilis congenital,1998,0
Sexually transmissible infections,Syphilis congenital,1997,0
Sexually transmissible infections,Syphilis congenital,1996,0
Sexually transmissible infections,Syphilis congenital,1995,0
Sexually transmissible infections,Syphilis congenital,1994,0
Sexually transmissible infections,Syphilis congenital,1993,0
Sexually transmissible infections,Syphilis congenital,1992,0
Sexually transmissible infections,Syphilis congenital,1991,0
Vaccine preventable diseases,Diphtheria,2026,5
Vaccine preventable diseases,Diphtheria,2025,25
Vaccine preventable diseases,Diphtheria,2024,9
Vaccine preventable diseases,Diphtheria,2023,12
Vaccine preventable diseases,Diphtheria,2022,31
Vaccine preventable diseases,Diphtheria,2021,7
Vaccine preventable diseases,Diphtheria,2020,10
Vaccine preventable diseases,Diphtheria,2019,7
Vaccine preventable diseases,Diphtheria,2018,11
Vaccine preventable diseases,Diphtheria,2017,8
Vaccine preventable diseases,Diphtheria,2016,8
Vaccine preventable diseases,Diphtheria,2015,2
Vaccine preventable diseases,Diphtheria,2014,2
Vaccine preventable diseases,Diphtheria,2013,3
Vaccine preventable diseases,Diphtheria,2012,0
Vaccine preventable diseases,Diphtheria,2011,4
Vaccine preventable diseases,Diphtheria,2010,0
Vaccine preventable diseases,Diphtheria,2009,0
Vaccine preventable diseases,Diphtheria,2008,0
Vaccine preventable diseases,Diphtheria,2007,0
Vaccine preventable diseases,Diphtheria,2006,0
Vaccine preventable diseases,Diphtheria,2005,0
Vaccine preventable diseases,Diphtheria,2004,0
Vaccine preventable diseases,Diphtheria,2003,0
Vaccine preventable diseases,Diphtheria,2002,0
Vaccine preventable diseases,Diphtheria,2001,1
Vaccine preventable diseases,Diphtheria,2000,0
Vaccine preventable diseases,Diphtheria,1999,0
Vaccine preventable diseases,Diphtheria,1998,0
Vaccine preventable diseases,Diphtheria,1997,0
Vaccine preventable diseases,Diphtheria,1996,0
Vaccine preventable diseases,Diphtheria,1995,0
Vaccine preventable diseases,Diphtheria,1994,0
Vaccine preventable diseases,Diphtheria,1993,0
Vaccine preventable diseases,Diphtheria,1992,4
Vaccine preventable diseases,Diphtheria,1991,1
Vaccine preventable diseases,Haemophilus influenzae type b,2026,1
Vaccine preventable diseases,Haemophilus influenzae type b,2025,7
Vaccine preventable diseases,Haemophilus influenzae type b,2024,6
Vaccine preventable diseases,Haemophilus influenzae type b,2023,12
Vaccine preventable diseases,Haemophilus influenzae type b,2022,11
Vaccine preventable diseases,Haemophilus influenzae type b,2021,18
Vaccine preventable diseases,Haemophilus influenzae type b,2020,19
Vaccine preventable diseases,Haemophilus influenzae type b,2019,22
Vaccine preventable diseases,Haemophilus influenzae type b,2018,18
Vaccine preventable diseases,Haemophilus influenzae type b,2017,16
Vaccine preventable diseases,Haemophilus influenzae type b,2016,18
Vaccine preventable diseases,Haemophilus influenzae type b,2015,16
Vaccine preventable diseases,Haemophilus influenzae type b,2014,21
Vaccine preventable diseases,Haemophilus influenzae type b,2013,20
Vaccine preventable diseases,Haemophilus influenzae type b,2012,16
Vaccine preventable diseases,Haemophilus influenzae type b,2011,13
Vaccine preventable diseases,Haemophilus influenzae type b,2010,23
Vaccine preventable diseases,Haemophilus influenzae type b,2009,19
Vaccine preventable diseases,Haemophilus influenzae type b,2008,25
Vaccine preventable diseases,Haemophilus influenzae type b,2007,17
Vaccine preventable diseases,Haemophilus influenzae type b,2006,21
Vaccine preventable diseases,Haemophilus influenzae type b,2005,17
Vaccine preventable diseases,Haemophilus influenzae type b,2004,18
Vaccine preventable diseases,Haemophilus influenzae type b,2003,21
Vaccine preventable diseases,Haemophilus influenzae type b,2002,29
Vaccine preventable diseases,Haemophilus influenzae type b,2001,20
Vaccine preventable diseases,Haemophilus influenzae type b,2000,27
Vaccine preventable diseases,Haemophilus influenzae type b,1999,41
Vaccine preventable diseases,Haemophilus influenzae type b,1998,35
Vaccine preventable diseases,Haemophilus influenzae type b,1997,51
Vaccine preventable diseases,Haemophilus influenzae type b,1996,47
Vaccine preventable diseases,Haemophilus influenzae type b,1995,71
Vaccine preventable diseases,Haemophilus influenzae type b,1994,153
Vaccine preventable diseases,Haemophilus influenzae type b,1993,339
Vaccine preventable diseases,Haemophilus influenzae type b,1992,490
Vaccine preventable diseases,Haemophilus influenzae type b,1991,590
Vaccine preventable diseases,Measles,2026,26
Vaccine preventable diseases,Measles,2025,181
Vaccine preventable diseases,Measles,2024,57
Vaccine preventable diseases,Measles,2023,26
Vaccine preventable diseases,Measles,2022,7
Vaccine preventable diseases,Measles,2021,0
Vaccine preventable diseases,Measles,2020,25
Vaccine preventable diseases,Measles,2019,284
Vaccine preventable diseases,Measles,2018,103
Vaccine preventable diseases,Measles,2017,81
Vaccine preventable diseases,Measles,2016,99
Vaccine preventable diseases,Measles,2015,74
Vaccine preventable diseases,Measles,2014,339
Vaccine preventable diseases,Measles,2013,158
Vaccine preventable diseases,Measles,2012,199
Vaccine preventable diseases,Measles,2011,194
Vaccine preventable diseases,Measles,2010,70
Vaccine preventable diseases,Measles,2009,104
Vaccine preventable diseases,Measles,2008,65
Vaccine preventable diseases,Measles,2007,12
Vaccine preventable diseases,Measles,2006,124
Vaccine preventable diseases,Measles,2005,10
Vaccine preventable diseases,Measles,2004,44
Vaccine preventable diseases,Measles,2003,92
Vaccine preventable diseases,Measles,2002,31
Vaccine preventable diseases,Measles,2001,131
Vaccine preventable diseases,Measles,2000,108
Vaccine preventable diseases,Measles,1999,241
Vaccine preventable diseases,Measles,1998,285
Vaccine preventable diseases,Measles,1997,831
Vaccine preventable diseases,Measles,1996,478
Vaccine preventable diseases,Measles,1995,1182
Vaccine preventable diseases,Measles,1994,4794
Vaccine preventable diseases,Measles,1993,4680
Vaccine preventable diseases,Measles,1992,1437
Vaccine preventable diseases,Measles,1991,1479
Vaccine preventable diseases,Meningococcal disease (invasive),2026,11
Vaccine preventable diseases,Meningococcal disease (invasive),2025,118
Vaccine preventable diseases,Meningococcal disease (invasive),2024,136
Vaccine preventable diseases,Meningococcal disease (invasive),2023,143
Vaccine preventable diseases,Meningococcal disease (invasive),2022,125
Vaccine preventable diseases,Meningococcal disease (invasive),2021,74
Vaccine preventable diseases,Meningococcal disease (invasive),2020,90
Vaccine preventable diseases,Meningococcal disease (invasive),2019,206
Vaccine preventable diseases,Meningococcal disease (invasive),2018,281
Vaccine preventable diseases,Meningococcal disease (invasive),2017,380
Vaccine preventable diseases,Meningococcal disease (invasive),2016,252
Vaccine preventable diseases,Meningococcal disease (invasive),2015,181
Vaccine preventable diseases,Meningococcal disease (invasive),2014,167
Vaccine preventable diseases,Meningococcal disease (invasive),2013,147
Vaccine preventable diseases,Meningococcal disease (invasive),2012,223
Vaccine preventable diseases,Meningococcal disease (invasive),2011,241
Vaccine preventable diseases,Meningococcal disease (invasive),2010,226
Vaccine preventable diseases,Meningococcal disease (invasive),2009,256
Vaccine preventable diseases,Meningococcal disease (invasive),2008,285
Vaccine preventable diseases,Meningococcal disease (invasive),2007,302
Vaccine preventable diseases,Meningococcal disease (invasive),2006,310
Vaccine preventable diseases,Meningococcal disease (invasive),2005,389
Vaccine preventable diseases,Meningococcal disease (invasive),2004,403
Vaccine preventable diseases,Meningococcal disease (invasive),2003,550
Vaccine preventable diseases,Meningococcal disease (invasive),2002,684
Vaccine preventable diseases,Meningococcal disease (invasive),2001,679
Vaccine preventable diseases,Meningococcal disease (invasive),2000,623
Vaccine preventable diseases,Meningococcal disease (invasive),1999,585
Vaccine preventable diseases,Meningococcal disease (invasive),1998,476
Vaccine preventable diseases,Meningococcal disease (invasive),1997,497
Vaccine preventable diseases,Meningococcal disease (invasive),1996,379
Vaccine preventable diseases,Meningococcal disease (invasive),1995,337
Vaccine preventable diseases,Meningococcal disease (invasive),1994,332
Vaccine preventable diseases,Meningococcal disease (invasive),1993,343
Vaccine preventable diseases,Meningococcal disease (invasive),1992,247
Vaccine preventable diseases,Meningococcal disease (invasive),1991,353
Vaccine preventable diseases,Mumps,2026,5
Vaccine preventable diseases,Mumps,2025,171
Vaccine preventable diseases,Mumps,2024,187
Vaccine preventable diseases,Mumps,2023,132
Vaccine preventable diseases,Mumps,2022,47
Vaccine preventable diseases,Mumps,2021,20
Vaccine preventable diseases,Mumps,2020,154
Vaccine preventable diseases,Mumps,2019,174
Vaccine preventable diseases,Mumps,2018,634
Vaccine preventable diseases,Mumps,2017,811
Vaccine preventable diseases,Mumps,2016,804
Vaccine preventable diseases,Mumps,2015,645
Vaccine preventable diseases,Mumps,2014,186
Vaccine preventable diseases,Mumps,2013,217
Vaccine preventable diseases,Mumps,2012,201
Vaccine preventable diseases,Mumps,2011,153
Vaccine preventable diseases,Mumps,2010,97
Vaccine preventable diseases,Mumps,2009,166
Vaccine preventable diseases,Mumps,2008,286
Vaccine preventable diseases,Mumps,2007,582
Vaccine preventable diseases,Mumps,2006,274
Vaccine preventable diseases,Mumps,2005,240
Vaccine preventable diseases,Mumps,2004,102
Vaccine preventable diseases,Mumps,2003,77
Vaccine preventable diseases,Mumps,2002,70
Vaccine preventable diseases,Mumps,2001,113
Vaccine preventable diseases,Mumps,2000,209
Vaccine preventable diseases,Mumps,1999,183
Vaccine preventable diseases,Mumps,1998,174
Vaccine preventable diseases,Mumps,1997,188
Vaccine preventable diseases,Mumps,1996,125
Vaccine preventable diseases,Mumps,1995,157
Vaccine preventable diseases,Mumps,1994,92
Vaccine preventable diseases,Mumps,1993,66
Vaccine preventable diseases,Mumps,1992,66
Vaccine preventable diseases,Mumps,1991,0
Vaccine preventable diseases,Pneumococcal disease (invasive),2026,123
Vaccine preventable diseases,Pneumococcal disease (invasive),2025,2641
Vaccine preventable diseases,Pneumococcal disease (invasive),2024,2375
Vaccine preventable diseases,Pneumococcal disease (invasive),2023,2269
Vaccine preventable diseases,Pneumococcal disease (invasive),2022,1859
Vaccine preventable diseases,Pneumococcal disease (invasive),2021,1332
Vaccine preventable diseases,Pneumococcal disease (invasive),2020,1099
Vaccine preventable diseases,Pneumococcal disease (invasive),2019,2118
Vaccine preventable diseases,Pneumococcal disease (invasive),2018,2022
Vaccine preventable diseases,Pneumococcal disease (invasive),2017,2048
Vaccine preventable diseases,Pneumococcal disease (invasive),2016,1663
Vaccine preventable diseases,Pneumococcal disease (invasive),2015,1494
Vaccine preventable diseases,Pneumococcal disease (invasive),2014,1563
Vaccine preventable diseases,Pneumococcal disease (invasive),2013,1552
Vaccine preventable diseases,Pneumococcal disease (invasive),2012,1823
Vaccine preventable diseases,Pneumococcal disease (invasive),2011,1883
Vaccine preventable diseases,Pneumococcal disease (invasive),2010,1640
Vaccine preventable diseases,Pneumococcal disease (invasive),2009,1554
Vaccine preventable diseases,Pneumococcal disease (invasive),2008,1628
Vaccine preventable diseases,Pneumococcal disease (invasive),2007,1467
Vaccine preventable diseases,Pneumococcal disease (invasive),2006,1444
Vaccine preventable diseases,Pneumococcal disease (invasive),2005,1677
Vaccine preventable diseases,Pneumococcal disease (invasive),2004,2355
Vaccine preventable diseases,Pneumococcal disease (invasive),2003,2221
Vaccine preventable diseases,Pneumococcal disease (invasive),2002,2415
Vaccine preventable diseases,Pneumococcal disease (invasive),2001,1754
Vaccine preventable diseases,Pneumococcal disease (invasive),2000,0
Vaccine preventable diseases,Pneumococcal disease (invasive),1999,0
Vaccine preventable diseases,Pneumococcal disease (invasive),1998,0
Vaccine preventable diseases,Pneumococcal disease (invasive),1997,0
Vaccine preventable diseases,Pneumococcal disease (invasive),1996,0
Vaccine preventable diseases,Pneumococcal disease (invasive),1995,0
Vaccine preventable diseases,Pneumococcal disease (invasive),1994,0
Vaccine preventable diseases,Pneumococcal disease (invasive),1993,0
Vaccine preventable diseases,Pneumococcal disease (invasive),1992,0
Vaccine preventable diseases,Pneumococcal disease (invasive),1991,0
Vaccine preventable diseases,Poliovirus infection,2026,0
Vaccine preventable diseases,Poliovirus infection,2025,0
Vaccine preventable diseases,Poliovirus infection,2024,0
Vaccine preventable diseases,Poliovirus infection,2023,0
Vaccine preventable diseases,Poliovirus infection,2022,0
Vaccine preventable diseases,Poliovirus infection,2021,0
Vaccine preventable diseases,Poliovirus infection,2020,0
Vaccine preventable diseases,Poliovirus infection,2019,0
Vaccine preventable diseases,Poliovirus infection,2018,0
Vaccine preventable diseases,Poliovirus infection,2017,0
Vaccine preventable diseases,Poliovirus infection,2016,0
Vaccine preventable diseases,Poliovirus infection,2015,0
Vaccine preventable diseases,Poliovirus infection,2014,0
Vaccine preventable diseases,Poliovirus infection,2013,0
Vaccine preventable diseases,Poliovirus infection,2012,0
Vaccine preventable diseases,Poliovirus infection,2011,0
Vaccine preventable diseases,Poliovirus infection,2010,0
Vaccine preventable diseases,Poliovirus infection,2009,0
Vaccine preventable diseases,Poliovirus infection,2008,0
Vaccine preventable diseases,Poliovirus infection,2007,1
Vaccine preventable diseases,Poliovirus infection,2006,0
Vaccine preventable diseases,Poliovirus infection,2005,0
Vaccine preventable diseases,Poliovirus infection,2004,0
Vaccine preventable diseases,Poliovirus infection,2003,0
Vaccine preventable diseases,Poliovirus infection,2002,0
Vaccine preventable diseases,Poliovirus infection,2001,0
Vaccine preventable diseases,Poliovirus infection,2000,0
Vaccine preventable diseases,Poliovirus infection,1999,0
Vaccine preventable diseases,Poliovirus infection,1998,0
Vaccine preventable diseases,Poliovirus infection,1997,0
Vaccine preventable diseases,Poliovirus infection,1996,0
Vaccine preventable diseases,Poliovirus infection,1995,0
Vaccine preventable diseases,Poliovirus infection,1994,0
Vaccine preventable diseases,Poliovirus infection,1993,0
Vaccine preventable diseases,Poliovirus infection,1992,0
Vaccine preventable diseases,Poliovirus infection,1991,0
Vaccine preventable diseases,Rotavirus,2026,1257
Vaccine preventable diseases,Rotavirus,2025,9525
Vaccine preventable diseases,Rotavirus,2024,10090
Vaccine preventable diseases,Rotavirus,2023,8445
Vaccine preventable diseases,Rotavirus,2022,6466
Vaccine preventable diseases,Rotavirus,2021,2579
Vaccine preventable diseases,Rotavirus,2020,1673
Vaccine preventable diseases,Rotavirus,2019,6179
Vaccine preventable diseases,Rotavirus,2018,3152
Vaccine preventable diseases,Rotavirus,2017,7265
Vaccine preventable diseases,Rotavirus,2016,2732
Vaccine preventable diseases,Rotavirus,2015,4136
Vaccine preventable diseases,Rotavirus,2014,3019
Vaccine preventable diseases,Rotavirus,2013,3208
Vaccine preventable diseases,Rotavirus,2012,3796
Vaccine preventable diseases,Rotavirus,2011,3326
Vaccine preventable diseases,Rotavirus,2010,3916
Vaccine preventable diseases,Rotavirus,2009,0
Vaccine preventable diseases,Rotavirus,2008,0
Vaccine preventable diseases,Rotavirus,2007,0
Vaccine preventable diseases,Rotavirus,2006,0
Vaccine preventable diseases,Rotavirus,2005,0
Vaccine preventable diseases,Rotavirus,2004,0
Vaccine preventable diseases,Rotavirus,2003,0
Vaccine preventable diseases,Rotavirus,2002,0
Vaccine preventable diseases,Rotavirus,2001,0
Vaccine preventable diseases,Rotavirus,2000,0
Vaccine preventable diseases,Rotavirus,1999,0
Vaccine preventable diseases,Rotavirus,1998,0
Vaccine preventable diseases,Rotavirus,1997,0
Vaccine preventable diseases,Rotavirus,1996,0
Vaccine preventable diseases,Rotavirus,1995,0
Vaccine preventable diseases,Rotavirus,1994,0
Vaccine preventable diseases,Rotavirus,1993,0
Vaccine preventable diseases,Rotavirus,1992,0
Vaccine preventable diseases,Rotavirus,1991,0
Vaccine preventable diseases,Rubella,2026,0
Vaccine preventable diseases,Rubella,2025,3
Vaccine preventable diseases,Rubella,2024,2
Vaccine preventable diseases,Rubella,2023,4
Vaccine preventable diseases,Rubella,2022,3
Vaccine preventable diseases,Rubella,2021,4
Vaccine preventable diseases,Rubella,2020,3
Vaccine preventable diseases,Rubella,2019,20
Vaccine preventable diseases,Rubella,2018,9
Vaccine preventable diseases,Rubella,2017,10
Vaccine preventable diseases,Rubella,2016,17
Vaccine preventable diseases,Rubella,2015,17
Vaccine preventable diseases,Rubella,2014,16
Vaccine preventable diseases,Rubella,2013,25
Vaccine preventable diseases,Rubella,2012,35
Vaccine preventable diseases,Rubella,2011,58
Vaccine preventable diseases,Rubella,2010,44
Vaccine preventable diseases,Rubella,2009,27
Vaccine preventable diseases,Rubella,2008,35
Vaccine preventable diseases,Rubella,2007,35
Vaccine preventable diseases,Rubella,2006,59
Vaccine preventable diseases,Rubella,2005,29
Vaccine preventable diseases,Rubella,2004,30
Vaccine preventable diseases,Rubella,2003,54
Vaccine preventable diseases,Rubella,2002,252
Vaccine preventable diseases,Rubella,2001,263
Vaccine preventable diseases,Rubella,2000,321
Vaccine preventable diseases,Rubella,1999,371
Vaccine preventable diseases,Rubella,1998,730
Vaccine preventable diseases,Rubella,1997,1399
Vaccine preventable diseases,Rubella,1996,2951
Vaccine preventable diseases,Rubella,1995,5541
Vaccine preventable diseases,Rubella,1994,3485
Vaccine preventable diseases,Rubella,1993,3531
Vaccine preventable diseases,Rubella,1992,3954
Vaccine preventable diseases,Rubella,1991,344
Vaccine preventable diseases,Rubella congenital,2026,0
Vaccine preventable diseases,Rubella congenital,2025,0
Vaccine preventable diseases,Rubella congenital,2024,0
Vaccine preventable diseases,Rubella congenital,2023,0
Vaccine preventable diseases,Rubella congenital,2022,0
Vaccine preventable diseases,Rubella congenital,2021,0
Vaccine preventable diseases,Rubella congenital,2020,0
Vaccine preventable diseases,Rubella congenital,2019,0
Vaccine preventable diseases,Rubella congenital,2018,0
Vaccine preventable diseases,Rubella congenital,2017,0
Vaccine preventable diseases,Rubella congenital,2016,0
Vaccine preventable diseases,Rubella congenital,2015,1
Vaccine preventable diseases,Rubella congenital,2014,0
Vaccine preventable diseases,Rubella congenital,2013,1
Vaccine preventable diseases,Rubella congenital,2012,2
Vaccine preventable diseases,Rubella congenital,2011,0
Vaccine preventable diseases,Rubella congenital,2010,0
Vaccine preventable diseases,Rubella congenital,2009,0
Vaccine preventable diseases,Rubella congenital,2008,1
Vaccine preventable diseases,Rubella congenital,2007,1
Vaccine preventable diseases,Rubella congenital,2006,0
Vaccine preventable diseases,Rubella congenital,2005,1
Vaccine preventable diseases,Rubella congenital,2004,1
Vaccine preventable diseases,Rubella congenital,2003,3
Vaccine preventable diseases,Rubella congenital,2002,0
Vaccine preventable diseases,Rubella congenital,2001,0
Vaccine preventable diseases,Rubella congenital,2000,0
Vaccine preventable diseases,Rubella congenital,1999,0
Vaccine preventable diseases,Rubella congenital,1998,0
Vaccine preventable diseases,Rubella congenital,1997,0
Vaccine preventable diseases,Rubella congenital,1996,0
Vaccine preventable diseases,Rubella congenital,1995,0
Vaccine preventable diseases,Rubella congenital,1994,0
Vaccine preventable diseases,Rubella congenital,1993,0
Vaccine preventable diseases,Rubella congenital,1992,0
Vaccine preventable diseases,Rubella congenital,1991,0
Vaccine preventable diseases,Tetanus,2026,2
Vaccine preventable diseases,Tetanus,2025,1
Vaccine preventable diseases,Tetanus,2024,5
Vaccine preventable diseases,Tetanus,2023,4
Vaccine preventable diseases,Tetanus,2022,1
Vaccine preventable diseases,Tetanus,2021,2
Vaccine preventable diseases,Tetanus,2020,7
Vaccine preventable diseases,Tetanus,2019,3
Vaccine preventable diseases,Tetanus,2018,3
Vaccine preventable diseases,Tetanus,2017,4
Vaccine preventable diseases,Tetanus,2016,7
Vaccine preventable diseases,Tetanus,2015,2
Vaccine preventable diseases,Tetanus,2014,3
Vaccine preventable diseases,Tetanus,2013,4
Vaccine preventable diseases,Tetanus,2012,7
Vaccine preventable diseases,Tetanus,2011,3
Vaccine preventable diseases,Tetanus,2010,2
Vaccine preventable diseases,Tetanus,2009,3
Vaccine preventable diseases,Tetanus,2008,4
Vaccine preventable diseases,Tetanus,2007,3
